Disease,Locality,Latitude,Longitude,Reported Cases,Severity,Source,Date
Malaria,Electronic City,13.059345,77.717832,475,Medium,WHO,2024-11-03
Swine Flu,Kadugodi,13.080419,77.52485,229,High,CDC,2024-10-26
Zika Virus,Electronic City,13.14431,77.755857,237,Low,CDC,2024-08-27
Cholera,BTM Layout,13.072268,77.764207,311,High,User Report,2024-11-18
Malaria,Kengeri,13.006494,77.677923,95,High,Local Hospital,2024-11-07
Zika Virus,Kanakapura Road,12.872599,77.600958,331,Medium,WHO,2024-09-16
Zika Virus,Hennur,13.101847,77.604831,423,Medium,HealthMap,2024-05-24
Hepatitis,Chickpet,12.836216,77.755286,377,Low,WHO,2024-06-10
Malaria,Sahakar Nagar,13.107992,77.512368,348,Low,HealthMap,2024-11-30
Swine Flu,Hulimavu,12.94439,77.793474,75,Low,User Report,2024-01-28
COVID-19,Lalbagh,12.900595,77.762546,366,High,WHO,2024-09-17
Dengue,Kengeri,13.138554,77.52441,330,High,WHO,2024-04-19
Tuberculosis,Kammanahalli,13.186771,77.552277,456,Medium,CDC,2024-05-20
Malaria,Sarjapur Road,12.939533,77.529208,423,Medium,HealthMap,2024-02-19
Cholera,Hebbal,12.878572,77.792832,296,Medium,Local Hospital,2024-07-18
Malaria,Wilson Garden,12.914493,77.700607,207,Medium,HealthMap,2024-10-09
Swine Flu,Domlur,12.877175,77.682301,49,High,WHO,2024-12-11
Swine Flu,Hennur,13.177625,77.584497,400,High,HealthMap,2024-03-22
Dengue,Devanahalli,13.058819,77.710729,21,Low,User Report,2024-08-11
Malaria,Sarjapur Road,12.968175,77.546187,410,Medium,User Report,2024-07-08
Cholera,Sahakar Nagar,13.117869,77.770566,133,High,WHO,2024-06-28
Hepatitis,Kasturi Nagar,12.910562,77.6448,133,High,HealthMap,2024-12-31
Tuberculosis,Basavanagudi,13.116083,77.690306,489,High,HealthMap,2024-02-16
Cholera,Kengeri,13.071121,77.62258,298,Low,User Report,2024-04-08
COVID-19,RT Nagar,12.94748,77.676361,165,Low,WHO,2024-02-27
COVID-19,Kammanahalli,12.95454,77.524935,397,High,HealthMap,2024-12-13
COVID-19,Chickpet,13.054558,77.597374,446,High,CDC,2024-12-22
Cholera,Banashankari,13.125932,77.518237,326,Medium,Local Hospital,2024-09-22
COVID-19,Electronic City,13.148192,77.525488,109,Low,User Report,2024-10-09
Malaria,Ramamurthy Nagar,12.817057,77.564682,147,High,HealthMap,2024-02-24
Dengue,Indiranagar,12.977061,77.698459,72,High,User Report,2024-11-12
Hepatitis,Kammanahalli,12.824941,77.576301,87,High,User Report,2024-10-04
COVID-19,Mysore Road,13.008226,77.729849,29,Medium,HealthMap,2024-11-05
Zika Virus,Kasturi Nagar,13.197343,77.605261,166,Medium,CDC,2024-08-04
Dengue,Hennur,13.037281,77.576597,476,High,User Report,2024-01-04
Swine Flu,Shivajinagar,13.004021,77.730242,419,Medium,User Report,2024-09-08
Malaria,Kengeri,13.004228,77.781501,430,High,HealthMap,2024-04-17
Zika Virus,Dasarahalli,13.045939,77.698834,415,High,HealthMap,2024-06-06
Malaria,Mysore Road,13.123831,77.592256,15,Medium,Local Hospital,2024-05-09
Hepatitis,Gandhinagar,12.860684,77.523541,238,Medium,CDC,2024-12-28
Cholera,Yelahanka,13.139931,77.708767,440,Low,HealthMap,2024-06-03
Zika Virus,Ulsoor,12.913619,77.744684,194,High,WHO,2024-08-06
Cholera,Varthur,13.179323,77.75852,292,Medium,Local Hospital,2024-10-28
Dengue,Bellandur,12.857777,77.787143,125,Low,WHO,2024-04-03
Hepatitis,Devanahalli,13.055597,77.549045,50,High,Local Hospital,2024-11-08
Hepatitis,Malleshwaram,13.009765,77.751922,434,High,User Report,2024-09-26
Malaria,Yelahanka,13.032502,77.709856,340,High,HealthMap,2024-05-28
Swine Flu,MG Road,13.07218,77.743319,493,Low,CDC,2024-01-21
Hepatitis,Kadugodi,12.970379,77.772136,264,Medium,User Report,2024-08-17
Dengue,RT Nagar,13.104069,77.755341,29,Low,CDC,2024-06-16
Tuberculosis,Kadugodi,12.838476,77.547243,225,High,CDC,2024-12-08
Swine Flu,MG Road,13.005964,77.586454,298,Low,User Report,2024-02-11
Malaria,RT Nagar,12.88568,77.733906,326,Low,CDC,2024-04-17
Zika Virus,TC Palya,12.866035,77.617099,344,Low,CDC,2024-06-27
Swine Flu,Gandhinagar,12.805637,77.515117,266,Medium,CDC,2024-07-08
Cholera,KR Market,12.938735,77.788994,98,High,CDC,2024-03-27
Dengue,Hoodi,13.069158,77.533219,236,Low,CDC,2024-10-09
Swine Flu,MG Road,12.980113,77.738664,417,Low,HealthMap,2024-04-16
Hepatitis,TC Palya,12.934577,77.642044,483,High,Local Hospital,2024-11-03
Tuberculosis,Kammanahalli,13.173977,77.675272,163,High,WHO,2024-02-19
Dengue,HBR Layout,13.090109,77.79689,172,High,Local Hospital,2024-08-29
Tuberculosis,Indiranagar,13.092281,77.696168,280,Medium,User Report,2024-11-27
Hepatitis,TC Palya,13.04911,77.623182,310,High,Local Hospital,2024-12-10
Dengue,Hoodi,13.065657,77.677107,412,Low,CDC,2024-05-03
Hepatitis,Dasarahalli,13.027395,77.55135,486,Low,HealthMap,2024-05-09
Dengue,RT Nagar,12.969117,77.611981,84,High,WHO,2024-02-05
Tuberculosis,Koramangala,13.120068,77.669477,417,High,HealthMap,2024-03-09
Hepatitis,Bommanahalli,12.844609,77.754488,12,High,User Report,2024-08-23
Hepatitis,Ulsoor,12.916324,77.575988,151,Medium,HealthMap,2024-05-01
Zika Virus,Yelahanka,13.066222,77.586531,187,Low,User Report,2024-09-15
Hepatitis,Dasarahalli,12.957257,77.53351,139,High,CDC,2024-04-02
Malaria,Domlur,13.193993,77.773566,475,High,CDC,2024-11-16
Tuberculosis,Whitefield,12.855822,77.608035,455,High,Local Hospital,2024-06-05
Zika Virus,Kadugodi,13.136145,77.569916,50,Medium,Local Hospital,2024-08-13
Hepatitis,Marathahalli,12.94544,77.688137,455,High,User Report,2024-10-25
Zika Virus,HBR Layout,13.152773,77.791186,156,Medium,CDC,2024-05-07
Cholera,Hennur,12.874418,77.672524,342,High,HealthMap,2024-09-04
Dengue,RT Nagar,12.934592,77.576086,166,High,HealthMap,2024-06-15
Hepatitis,Peenya,13.058036,77.531721,346,Medium,WHO,2024-11-17
Malaria,Jayanagar,12.902363,77.768276,491,Low,CDC,2024-04-23
Zika Virus,HSR Layout,13.16467,77.798764,80,Medium,User Report,2024-12-09
Swine Flu,Peenya,12.976605,77.509557,139,Low,CDC,2024-12-15
Hepatitis,Indiranagar,12.999049,77.640351,412,Low,CDC,2024-07-12
COVID-19,KR Market,13.043421,77.614791,110,Low,WHO,2024-07-18
Tuberculosis,Sarjapur Road,13.080681,77.639005,144,Low,WHO,2024-04-06
COVID-19,Devanahalli,12.994096,77.518434,222,High,WHO,2024-03-24
Dengue,Kanakapura Road,13.191539,77.663255,192,High,WHO,2024-05-17
Malaria,TC Palya,12.801899,77.634271,102,Medium,Local Hospital,2024-10-23
Cholera,Gandhinagar,12.994427,77.580318,421,Medium,Local Hospital,2024-05-16
Malaria,Marathahalli,12.97339,77.698369,468,High,WHO,2024-08-21
Zika Virus,Whitefield,12.9936,77.589166,235,Medium,Local Hospital,2024-10-15
Tuberculosis,Kanakapura Road,12.919665,77.589159,297,High,WHO,2024-11-05
COVID-19,Majestic,12.911477,77.784146,447,Medium,User Report,2024-08-07
Malaria,Chickpet,13.068761,77.608367,28,High,User Report,2024-08-10
Zika Virus,KR Market,12.817443,77.710127,488,High,User Report,2024-03-08
COVID-19,Electronic City,12.941755,77.582283,499,Medium,Local Hospital,2024-06-29
COVID-19,Domlur,13.009461,77.54798,36,High,User Report,2024-07-14
Cholera,BTM Layout,13.149826,77.588678,313,Low,CDC,2024-10-07
Cholera,Hulimavu,13.199771,77.79683,108,Medium,HealthMap,2024-03-31
Cholera,Hulimavu,12.987442,77.599241,481,High,CDC,2024-06-06
Zika Virus,Marathahalli,12.963296,77.750078,308,Medium,HealthMap,2024-01-25
COVID-19,Vijayanagar,13.179647,77.62379,461,Low,CDC,2024-06-18
Swine Flu,HBR Layout,13.061626,77.52,447,High,CDC,2024-10-15
Tuberculosis,JP Nagar,12.997683,77.751852,360,Low,User Report,2024-02-27
Tuberculosis,Shivajinagar,12.816082,77.58538,52,Medium,HealthMap,2024-06-02
COVID-19,BTM Layout,13.145856,77.64193,332,Low,Local Hospital,2024-09-08
Swine Flu,Devanahalli,12.93048,77.553623,362,Medium,WHO,2024-10-25
Zika Virus,Lalbagh,12.964285,77.588006,313,Medium,CDC,2024-05-05
COVID-19,Bellandur,12.812548,77.511413,245,Low,CDC,2024-05-31
Dengue,BTM Layout,12.964384,77.50166,249,High,Local Hospital,2024-04-23
Cholera,Rajajinagar,13.088792,77.567451,388,High,WHO,2024-09-25
Tuberculosis,Marathahalli,12.905036,77.523697,272,High,WHO,2024-07-16
Zika Virus,Shivajinagar,12.875492,77.517443,175,Low,CDC,2024-11-08
Hepatitis,Rajajinagar,13.132208,77.6814,177,Low,User Report,2024-12-26
COVID-19,Majestic,13.144769,77.646037,11,Medium,User Report,2024-02-08
Dengue,Peenya,12.904342,77.789465,349,Medium,Local Hospital,2024-04-04
COVID-19,Malleshwaram,12.854391,77.709989,430,High,HealthMap,2024-07-10
Tuberculosis,Chickpet,13.150055,77.682286,332,Medium,CDC,2024-05-23
Swine Flu,Sahakar Nagar,12.98101,77.566784,87,Medium,HealthMap,2024-06-20
Hepatitis,Kasturi Nagar,12.831029,77.519646,314,High,WHO,2024-01-07
Swine Flu,Sahakar Nagar,12.826393,77.574711,326,Medium,CDC,2024-04-30
Zika Virus,Magadi Road,12.887588,77.649228,228,High,CDC,2024-03-16
Hepatitis,Kadugodi,12.931932,77.721943,258,Low,CDC,2024-10-28
Swine Flu,Whitefield,12.896238,77.589035,45,Low,CDC,2024-05-28
Zika Virus,Nagarbhavi,12.91853,77.598471,414,Low,HealthMap,2024-10-26
Swine Flu,Kammanahalli,13.171888,77.564032,33,Low,CDC,2024-07-01
Cholera,RT Nagar,13.152306,77.702084,281,High,WHO,2024-02-25
Tuberculosis,Vijayanagar,13.058508,77.693482,383,Medium,Local Hospital,2024-05-31
Hepatitis,Hoodi,13.156405,77.555194,465,Medium,Local Hospital,2024-12-09
Tuberculosis,Lalbagh,12.964188,77.519818,369,Medium,CDC,2024-02-16
Dengue,BTM Layout,12.989014,77.554264,126,High,Local Hospital,2024-12-09
Zika Virus,Nagarbhavi,13.061385,77.578955,51,Low,CDC,2024-07-12
COVID-19,Ulsoor,12.859533,77.793526,489,Medium,Local Hospital,2024-03-18
Tuberculosis,Hoodi,12.940861,77.605405,138,Low,HealthMap,2024-11-27
Hepatitis,Bommanahalli,13.11783,77.543922,286,Medium,WHO,2024-10-30
COVID-19,Bommanahalli,13.199004,77.507825,23,High,HealthMap,2024-10-11
COVID-19,Whitefield,13.191494,77.61982,204,Low,User Report,2024-03-30
Hepatitis,Kanakapura Road,12.8167,77.645536,458,Low,Local Hospital,2024-06-17
Malaria,Bellandur,12.941524,77.647188,234,High,CDC,2024-07-01
Cholera,Whitefield,13.053214,77.591113,27,Medium,HealthMap,2024-03-27
Hepatitis,Rajajinagar,12.996867,77.630662,357,Medium,HealthMap,2024-08-19
Malaria,Domlur,13.122602,77.601396,163,Medium,Local Hospital,2024-02-29
Malaria,Indiranagar,13.142382,77.730549,242,High,User Report,2024-12-04
Tuberculosis,Hulimavu,13.110594,77.528084,271,Medium,HealthMap,2024-06-25
Cholera,KR Market,13.03444,77.693442,31,Medium,User Report,2024-01-25
Zika Virus,Shivajinagar,13.08278,77.512369,160,High,HealthMap,2024-11-26
Tuberculosis,Sarjapur Road,12.945871,77.666487,459,Low,User Report,2024-06-16
Cholera,Kadugodi,12.915405,77.718771,374,Medium,CDC,2024-03-23
Tuberculosis,Nagarbhavi,12.85484,77.618012,157,Medium,CDC,2024-04-29
Zika Virus,Kadugodi,13.116835,77.702313,244,Low,WHO,2024-11-18
COVID-19,Vijayanagar,13.194597,77.661042,152,High,WHO,2024-12-05
Hepatitis,Malleshwaram,12.945739,77.573199,125,Medium,WHO,2024-02-15
Tuberculosis,JP Nagar,12.914007,77.735495,487,High,WHO,2024-08-28
COVID-19,Rajajinagar,12.875759,77.680327,495,Low,Local Hospital,2024-01-22
Cholera,Magadi Road,12.813105,77.77812,398,High,HealthMap,2024-01-27
Swine Flu,Kasturi Nagar,12.845715,77.797286,210,High,Local Hospital,2024-03-31
Cholera,Koramangala,12.944561,77.702159,485,Medium,HealthMap,2024-02-02
Dengue,Chickpet,13.072718,77.655563,45,Medium,CDC,2024-09-30
Zika Virus,Domlur,12.948745,77.652895,476,Medium,HealthMap,2024-07-06
COVID-19,Whitefield,13.188153,77.664436,65,Medium,WHO,2024-09-02
Swine Flu,Electronic City,12.956217,77.522592,243,Medium,Local Hospital,2024-03-18
Swine Flu,Kasturi Nagar,13.0427,77.556342,356,Low,Local Hospital,2024-01-10
Tuberculosis,Bommanahalli,12.810751,77.518091,371,Low,User Report,2024-09-12
Tuberculosis,Varthur,13.054273,77.583448,480,High,WHO,2024-04-08
Cholera,Indiranagar,13.083386,77.519026,11,Low,Local Hospital,2024-01-01
Dengue,Kengeri,12.868384,77.559578,178,High,HealthMap,2024-10-09
Dengue,Lalbagh,12.964742,77.512361,212,High,User Report,2024-04-17
COVID-19,Rajajinagar,12.874543,77.707863,147,Low,User Report,2024-03-27
Tuberculosis,Kadugodi,12.99059,77.609059,390,High,WHO,2024-02-08
Hepatitis,Ramamurthy Nagar,12.858164,77.690037,208,High,WHO,2024-07-19
Malaria,Nagarbhavi,12.891516,77.757083,490,Low,WHO,2024-09-14
Dengue,Malleshwaram,13.109432,77.650955,31,High,WHO,2024-11-05
Cholera,JP Nagar,13.128075,77.525707,445,Medium,User Report,2024-02-12
Zika Virus,Hennur,13.130376,77.756017,381,Low,HealthMap,2024-05-12
Zika Virus,JP Nagar,13.005338,77.528324,317,Low,CDC,2024-04-16
Cholera,Vijayanagar,12.994725,77.650693,336,Medium,HealthMap,2024-12-01
Dengue,Kanakapura Road,12.813724,77.523507,315,High,WHO,2024-11-13
Malaria,Banashankari,12.849975,77.540217,383,High,CDC,2024-03-14
Swine Flu,Devanahalli,13.103559,77.586779,324,Medium,WHO,2024-03-07
COVID-19,JP Nagar,13.044082,77.728431,190,Low,Local Hospital,2024-05-08
Hepatitis,Gandhinagar,13.065448,77.767865,408,High,User Report,2024-07-07
COVID-19,Chickpet,13.149533,77.612669,228,Medium,CDC,2024-11-02
Dengue,Kengeri,13.052964,77.624773,14,Low,WHO,2024-02-26
Swine Flu,Bellandur,12.908589,77.673297,79,Low,User Report,2024-12-18
Tuberculosis,Hulimavu,13.180217,77.51162,52,High,CDC,2024-10-22
COVID-19,Magadi Road,12.951506,77.750234,85,Medium,WHO,2024-11-02
Swine Flu,Kanakapura Road,12.981297,77.760021,255,Medium,User Report,2024-03-20
Dengue,Dasarahalli,12.816734,77.586676,261,High,WHO,2024-07-28
Tuberculosis,Bellandur,12.811336,77.724226,277,Low,CDC,2024-12-23
Cholera,Bommanahalli,13.085229,77.692574,58,Medium,CDC,2024-06-18
Malaria,Jayanagar,13.061663,77.584272,297,Low,Local Hospital,2024-11-16
COVID-19,Yelahanka,12.945651,77.505713,38,Low,Local Hospital,2024-04-06
Malaria,Kengeri,13.165146,77.583078,338,High,WHO,2024-03-06
COVID-19,Kengeri,12.827084,77.751828,398,Low,User Report,2024-05-17
Dengue,Malleshwaram,13.142326,77.661597,190,High,CDC,2024-07-01
Dengue,Devanahalli,13.063772,77.617185,161,High,User Report,2024-11-22
Hepatitis,TC Palya,12.907279,77.755787,413,Low,CDC,2024-06-15
Cholera,Mysore Road,13.127686,77.66807,436,Low,CDC,2024-08-06
Dengue,Hulimavu,12.936573,77.681613,434,High,User Report,2024-04-15
Dengue,Peenya,12.930284,77.729083,216,Low,WHO,2024-06-15
Hepatitis,KR Puram,13.082717,77.713073,316,Low,HealthMap,2024-08-27
Dengue,JP Nagar,12.954614,77.566596,160,High,Local Hospital,2024-06-14
Tuberculosis,Gandhinagar,13.1538,77.748489,247,High,CDC,2024-10-25
Malaria,Domlur,13.005053,77.701553,199,Medium,WHO,2024-03-19
Hepatitis,Kanakapura Road,12.973215,77.599159,209,Low,HealthMap,2024-08-31
Zika Virus,Nagarbhavi,13.113299,77.626325,173,Low,User Report,2024-11-04
Dengue,Nagarbhavi,13.186877,77.792299,500,Medium,Local Hospital,2024-05-09
Swine Flu,Sahakar Nagar,12.828969,77.785156,461,Medium,HealthMap,2024-12-30
Swine Flu,Marathahalli,12.992752,77.623261,49,Medium,CDC,2024-07-12
Tuberculosis,Hoodi,13.170303,77.584071,38,Medium,CDC,2024-07-24
Malaria,Bellandur,12.97159,77.571259,308,Medium,HealthMap,2024-04-28
Cholera,Domlur,13.023998,77.551803,456,Low,Local Hospital,2024-09-22
Swine Flu,Shivajinagar,12.878483,77.790868,77,Medium,WHO,2024-12-21
Malaria,Chickpet,13.043868,77.799979,317,Low,CDC,2024-10-26
Dengue,Electronic City,12.933586,77.639231,43,Low,User Report,2024-02-08
Dengue,Mysore Road,12.881635,77.698399,332,High,User Report,2024-11-01
Dengue,Rajajinagar,12.839455,77.646961,179,Low,Local Hospital,2024-03-11
COVID-19,Magadi Road,13.153417,77.556899,398,Low,HealthMap,2024-03-10
Tuberculosis,MG Road,13.124825,77.600914,414,Low,CDC,2024-03-01
Dengue,Whitefield,12.896204,77.780453,20,Low,Local Hospital,2024-03-10
Hepatitis,Hebbal,12.954144,77.739886,215,Medium,User Report,2024-01-31
Hepatitis,Marathahalli,13.184329,77.70694,137,Low,HealthMap,2024-01-10
Dengue,HBR Layout,13.011666,77.535088,64,Low,WHO,2024-12-26
Hepatitis,Vijayanagar,12.952581,77.689465,132,High,Local Hospital,2024-09-18
Malaria,Banaswadi,13.083622,77.743136,196,Medium,HealthMap,2024-01-12
Zika Virus,Indiranagar,13.064712,77.516606,193,Medium,WHO,2024-08-05
COVID-19,Domlur,12.856708,77.578156,389,Low,User Report,2024-06-08
COVID-19,TC Palya,13.168172,77.734061,106,Medium,WHO,2024-04-15
Cholera,Sahakar Nagar,12.907366,77.506373,403,Medium,CDC,2024-01-28
Malaria,Hulimavu,12.844061,77.503038,99,High,CDC,2024-10-02
Hepatitis,Malleshwaram,12.840989,77.649092,54,Medium,User Report,2024-02-14
Tuberculosis,Malleshwaram,13.166355,77.518457,355,High,Local Hospital,2024-07-24
Swine Flu,Whitefield,12.921597,77.763581,262,Low,HealthMap,2024-03-28
COVID-19,Mysore Road,13.062435,77.560955,178,Medium,HealthMap,2024-10-16
COVID-19,Nagarbhavi,13.102706,77.5237,259,Medium,CDC,2024-05-28
Tuberculosis,KR Market,13.088323,77.534301,12,High,HealthMap,2024-01-03
Zika Virus,Majestic,12.837296,77.723593,427,Medium,User Report,2024-07-09
Zika Virus,Majestic,12.9284,77.613719,362,Medium,WHO,2024-12-14
Hepatitis,Vijayanagar,13.009767,77.645962,32,Medium,CDC,2024-03-28
Malaria,Jayanagar,13.192961,77.572025,475,Medium,HealthMap,2024-11-19
Dengue,Varthur,13.076133,77.757291,123,Medium,HealthMap,2024-01-15
COVID-19,Kadugodi,12.999963,77.530967,159,Low,Local Hospital,2024-06-22
Malaria,Domlur,12.80446,77.556985,29,Medium,User Report,2024-01-02
Swine Flu,Sarjapur Road,12.888581,77.699056,38,Low,Local Hospital,2024-11-22
Cholera,Sahakar Nagar,12.882693,77.610181,339,Medium,HealthMap,2024-11-24
Tuberculosis,Rajajinagar,12.914532,77.60472,473,Low,HealthMap,2024-11-26
Swine Flu,Koramangala,13.152149,77.535708,69,Low,HealthMap,2024-09-05
COVID-19,BTM Layout,12.895026,77.642895,237,Low,User Report,2024-12-08
Hepatitis,Peenya,12.915154,77.643711,42,Low,Local Hospital,2024-01-31
Dengue,Bellandur,12.991503,77.78262,220,High,Local Hospital,2024-05-17
Dengue,Koramangala,13.052249,77.523878,468,Medium,HealthMap,2024-04-18
Cholera,Kammanahalli,12.867275,77.716741,111,Low,HealthMap,2024-06-26
Zika Virus,MG Road,13.142773,77.544324,93,High,Local Hospital,2024-01-18
Cholera,Banaswadi,12.869318,77.701754,466,Low,WHO,2024-12-21
Tuberculosis,Peenya,12.85058,77.785018,71,High,User Report,2024-07-04
Cholera,Sahakar Nagar,13.106562,77.622223,321,Medium,User Report,2024-03-14
COVID-19,KR Puram,13.199,77.761402,449,Medium,WHO,2024-08-15
Zika Virus,RT Nagar,12.961409,77.528322,67,High,CDC,2024-11-30
Malaria,HSR Layout,13.162998,77.509247,258,Low,WHO,2024-08-01
Tuberculosis,Electronic City,13.114085,77.604691,58,Low,Local Hospital,2024-08-27
Dengue,Sahakar Nagar,13.173405,77.553415,204,High,WHO,2024-01-15
Zika Virus,Domlur,13.192305,77.577848,184,Medium,HealthMap,2024-10-13
Malaria,Bellandur,13.128032,77.651238,73,High,HealthMap,2024-02-28
Tuberculosis,Hoodi,13.032541,77.532302,443,Medium,HealthMap,2024-07-01
Swine Flu,Yelahanka,13.07867,77.596864,218,High,CDC,2024-12-31
Malaria,Magadi Road,13.072158,77.611602,16,Medium,User Report,2024-01-14
Cholera,Chickpet,12.94109,77.709356,24,Low,CDC,2024-03-16
Zika Virus,Kadugodi,12.898097,77.528333,428,Medium,User Report,2024-05-07
Swine Flu,Domlur,12.871354,77.529989,409,Low,User Report,2024-04-18
Swine Flu,Sarjapur Road,13.069871,77.74009,461,Low,HealthMap,2024-12-05
Hepatitis,Indiranagar,13.189078,77.743056,291,High,HealthMap,2024-10-13
Tuberculosis,JP Nagar,12.928124,77.53677,379,High,HealthMap,2024-11-27
Malaria,Banashankari,12.908224,77.549594,94,High,Local Hospital,2024-02-07
Hepatitis,Koramangala,13.129324,77.515919,494,Low,WHO,2024-04-26
Hepatitis,Varthur,12.975064,77.605578,127,High,WHO,2024-04-27
COVID-19,Banashankari,12.854075,77.620484,449,High,Local Hospital,2024-01-13
Swine Flu,Hennur,13.144207,77.57021,18,Low,CDC,2024-02-29
Dengue,Marathahalli,12.904014,77.719566,235,Medium,User Report,2024-08-31
COVID-19,Kadugodi,12.827258,77.558347,485,High,Local Hospital,2024-05-29
Cholera,Marathahalli,12.9644,77.654022,469,Medium,HealthMap,2024-03-18
Swine Flu,Domlur,12.847751,77.56452,427,High,Local Hospital,2024-09-08
Zika Virus,Hoodi,13.188939,77.528397,35,Low,CDC,2024-02-21
Hepatitis,Bommanahalli,12.877648,77.5799,245,Low,Local Hospital,2024-08-05
Cholera,MG Road,12.956869,77.585768,95,Low,User Report,2024-01-06
COVID-19,Wilson Garden,13.119663,77.701387,413,High,User Report,2024-09-25
Tuberculosis,Domlur,13.143519,77.622831,493,Low,HealthMap,2024-02-14
Tuberculosis,RT Nagar,13.149586,77.623712,258,Medium,HealthMap,2024-08-04
Zika Virus,Lalbagh,12.838898,77.67552,67,High,WHO,2024-01-25
COVID-19,Devanahalli,12.971992,77.642928,189,Medium,User Report,2024-10-28
Swine Flu,Hoodi,13.075308,77.635528,199,High,CDC,2024-12-22
Cholera,Kadugodi,12.928138,77.754447,370,Medium,Local Hospital,2024-12-18
Cholera,Electronic City,12.974717,77.571835,149,High,WHO,2024-04-24
Hepatitis,Lalbagh,12.853641,77.524572,344,High,User Report,2024-05-29
Zika Virus,Bommanahalli,12.805693,77.754344,373,Low,HealthMap,2024-12-10
Cholera,Sahakar Nagar,13.17191,77.731355,37,High,CDC,2024-03-13
Zika Virus,Wilson Garden,12.906453,77.797155,184,Medium,Local Hospital,2024-12-23
Tuberculosis,JP Nagar,12.838539,77.791456,151,Medium,Local Hospital,2024-11-07
Dengue,Bommanahalli,12.814982,77.619595,247,High,Local Hospital,2024-02-17
Swine Flu,Kasturi Nagar,12.921265,77.635083,442,High,HealthMap,2024-02-25
Zika Virus,Banashankari,13.031553,77.776035,72,Medium,WHO,2024-02-10
Zika Virus,Sahakar Nagar,13.136968,77.592054,381,Medium,CDC,2024-06-17
Tuberculosis,Hebbal,12.990044,77.551144,210,High,CDC,2024-01-14
Dengue,Bellandur,12.958872,77.530802,374,High,User Report,2024-10-04
Swine Flu,HSR Layout,12.87346,77.525959,391,Medium,WHO,2024-06-24
COVID-19,Kasturi Nagar,13.161826,77.546279,487,High,Local Hospital,2024-04-16
Cholera,Shivajinagar,12.913332,77.782338,19,Medium,WHO,2024-10-02
Dengue,Lalbagh,12.833341,77.781295,138,Low,Local Hospital,2024-02-24
